OriginalTraitName,OriginalTraitDef,OriginalTraitUnit,text,cluster_id,n_members,best_match_id,best_match_label,confidence,reasoning,is_mapped
survival,percentage of individuals surviving life stage (emergence rate),individuals,Trait: survival. Definition: percentage of individuals surviving life stage (emergence rate). Unit: individuals.,17,6,PATO:0000719,viable,medium,"The term 'viable' relates to the ability to survive, which aligns with the concept of survival rate in a population, although it is not a perfect match for 'emergence rate'.",TRUE
survival rate,mean percentage surviving life stage,percent,Trait: survival rate. Definition: mean percentage surviving life stage. Unit: percent.,17,6,PATO:0000161,rate,medium,"The term 'rate' is a general concept that can encompass survival rate, although it does not specifically refer to survival, it is the closest match available.",TRUE
survival rate,percentage of ticks that survived the larval stage,percent,Trait: survival rate. Definition: percentage of ticks that survived the larval stage. Unit: percent.,18,12,NO_MATCH,NO_MATCH,high,"None of the candidate terms specifically refer to survival rate, which is a measure of the percentage of individuals surviving a stage, not a rate of a process per unit time.",FALSE
survival rate,percentage of ticks that survived the larval moult,percent,Trait: survival rate. Definition: percentage of ticks that survived the larval moult. Unit: percent.,18,12,NO_MATCH,NO_MATCH,high,"None of the candidate ontology terms specifically represent the concept of survival rate, which is the percentage of individuals surviving a specific life stage transition.",FALSE
survival rate,percentage of ticks that survived the nymphal moult,percent,Trait: survival rate. Definition: percentage of ticks that survived the nymphal moult. Unit: percent.,18,12,PATO:0001492,growth rate,medium,"The survival rate of ticks through a developmental stage can be conceptually linked to the growth rate of a population, as it involves the change in number of surviving individuals.",TRUE
survival rate,percentage of ticks that survived adult engorgement,percent,Trait: survival rate. Definition: percentage of ticks that survived adult engorgement. Unit: percent.,18,12,NO_MATCH,NO_MATCH,high,"None of the candidate terms specifically represent the concept of survival rate, which is the percentage of individuals surviving a specific process, not a rate per unit time.",FALSE
survival rate,percentage of ticks that survived the nymphal stage,percent,Trait: survival rate. Definition: percentage of ticks that survived the nymphal stage. Unit: percent.,18,12,NO_MATCH,NO_MATCH,high,"None of the candidate terms specifically refer to the survival rate of ticks or any survival rate, which is a distinct biological concept from the rates of specific processes or reflexes.",FALSE
survival rate,percentage of ticks that survived the adult stage,percent,Trait: survival rate. Definition: percentage of ticks that survived the adult stage. Unit: percent.,18,12,NO_MATCH,NO_MATCH,high,"None of the candidate terms specifically represent the concept of survival rate, which is the percentage of individuals surviving a life stage, not a rate per unit time.",FALSE
survival rate,percentage of starved larval ticks that survived to the days listed,percent,Trait: survival rate. Definition: percentage of starved larval ticks that survived to the days listed. Unit: percent.,18,12,PATO:0000161,rate,medium,"The trait 'survival rate' refers to a percentage over time, which aligns with the general concept of 'rate' as a process occurrence per unit time, but lacks specificity in the ontology terms provided.",TRUE
survival rate,percentage of ticks that survived at 5 degrees celcius,percent,Trait: survival rate. Definition: percentage of ticks that survived at 5 degrees celcius. Unit: percent.,18,12,PATO:0000161,rate,medium,"The term 'rate' is a general concept that can encompass survival rate, but it does not specifically refer to survival, hence the medium confidence.",TRUE
survival rate,percentage of ticks that survived at 17 degrees celcius,percent,Trait: survival rate. Definition: percentage of ticks that survived at 17 degrees celcius. Unit: percent.,18,12,PATO:0000161,rate,medium,"The trait 'survival rate' is a measure of occurrence per unit time, which aligns with the general concept of 'rate'.",TRUE
survival rate,percentage of ticks that survived at 24 degrees celcius,percent,Trait: survival rate. Definition: percentage of ticks that survived at 24 degrees celcius. Unit: percent.,18,12,PATO:0001492,growth rate,medium,"The concept of 'survival rate' aligns with the idea of change in number of a population, as it reflects the percentage of individuals surviving over time.",TRUE
survival rate,percentage of ticks that survived at 30 degrees celcius,percent,Trait: survival rate. Definition: percentage of ticks that survived at 30 degrees celcius. Unit: percent.,18,12,NO_MATCH,NO_MATCH,high,"None of the candidate terms specifically represent the concept of survival rate, which is distinct from general rates or specific biological processes.",FALSE
survival rate,percentage of larval ticks that molted following engorgement,percent,Trait: survival rate. Definition: percentage of larval ticks that molted following engorgement. Unit: percent.,18,12,PATO:0001492,growth rate,medium,"The survival rate of larval ticks molting after engorgement can be considered a type of growth in population size, aligning with the concept of growth rate.",TRUE
prefeeding period (larval),mean duration of life stage,days,Trait: prefeeding period (larval). Definition: mean duration of life stage. Unit: days.,19,8,PATO:0001309,duration,medium,"The VecTraits entry describes the duration of a life stage, which aligns with the concept of 'duration' as a process quality.",TRUE
feeding period (larval),mean duration of life stage,days,Trait: feeding period (larval). Definition: mean duration of life stage. Unit: days.,19,8,PATO:0001309,duration,medium,"The VecTraits entry describes the mean duration of a life stage, which aligns with the concept of 'duration' as a process quality, but lacks specificity to the larval feeding period.",TRUE
prefeeding period (nymphal),mean duration of life stage,days,Trait: prefeeding period (nymphal). Definition: mean duration of life stage. Unit: days.,19,8,PATO:0001309,duration,high,"The VecTraits entry describes the mean duration of a life stage, which aligns with the concept of 'duration' as a process quality.",TRUE
feeding period (nymphal),mean duration of life stage,days,Trait: feeding period (nymphal). Definition: mean duration of life stage. Unit: days.,19,8,PATO:0001309,duration,high,"The VecTraits entry describes the mean duration of a life stage, which aligns with the concept of 'duration' as a process quality.",TRUE
